id, value
Talend_Studio_8.Cloud.Azure.tAzureStorageContainerCreate,215
Talend_Studio_8.Cloud.Azure.tAzureStorageContainerDelete,216
Talend_Studio_8.Cloud.Azure.tAzureStorageContainerExist,217
Talend_Studio_8.Cloud.Azure.tAzureStorageContainerList,218
Talend_Studio_8.Cloud.Azure.tAzureStorageDelete,219
Talend_Studio_8.Cloud.Azure.tAzureStorageGet,220
Talend_Studio_8.Cloud.Azure.tAzureStorageInputTable,221
Talend_Studio_8.Cloud.Azure.tAzureStorageList,222
Talend_Studio_8.Cloud.Azure.tAzureStorageOutputTable,223
Talend_Studio_8.Cloud.Azure.tAzureStoragePut,224
Talend_Studio_8.Cloud.Azure.tAzureStorageQueueCreate,225
Talend_Studio_8.Cloud.Azure.tAzureStorageQueueDelete,226
Talend_Studio_8.Cloud.Azure.tAzureStorageQueueInput,227
Talend_Studio_8.Cloud.Azure.tAzureStorageQueueInputLoop,228
Talend_Studio_8.Cloud.Azure.tAzureStorageQueueList,229
Talend_Studio_8.Cloud.Azure.tAzureStorageQueueOutput,230
Talend_Studio_8.Cloud.Azure.tAzureStorageQueuePurge,231
Talend_Studio_8.Cloud.Azure.tAzureSynapseBulkExec,232
Talend_Studio_8.Cloud.Azure.tAzureSynapseClose,233
Talend_Studio_8.Cloud.Azure.tAzureSynapseCommit,234
Talend_Studio_8.Cloud.Azure.tAzureSynapseConnection,235
Talend_Studio_8.Cloud.Azure.tAzureSynapseInput,236
Talend_Studio_8.Cloud.Azure.tAzureSynapseOutput,237
Talend_Studio_8.Cloud.Azure.tAzureSynapseRollback,238
Talend_Studio_8.Cloud.Azure.tAzureSynapseRow,239
Talend_Studio_8.Cloud.Box,
Talend_Studio_8.Cloud.Box.tBoxConnection,240
Talend_Studio_8.Cloud.Box.tBoxCopy,241
Talend_Studio_8.Cloud.Box.tBoxDelete,242
Talend_Studio_8.Cloud.Box.tBoxGet,243
Talend_Studio_8.Cloud.Box.tBoxList,244
Talend_Studio_8.Cloud.Box.tBoxPut,245
Talend_Studio_8.Cloud.tCloudStart,246
Talend_Studio_8.Cloud.tCloudStop,247
Talend_Studio_8.Cloud.Cosmos,
Talend_Studio_8.Cloud.Cosmos.tCosmosDBBulkLoad,248
Talend_Studio_8.Cloud.Cosmos.tCosmosDBConnection,249
Talend_Studio_8.Cloud.Cosmos.tCosmosDBInput,250
Talend_Studio_8.Cloud.Cosmos.tCosmosDBOutput,251
Talend_Studio_8.Cloud.Cosmos.tCosmosDBRow,252
Talend_Studio_8.Cloud.Dropbox,
Talend_Studio_8.Cloud.Dropbox.tDropboxConnection,253
Talend_Studio_8.Cloud.Dropbox.tDropboxDelete,254
Talend_Studio_8.Cloud.Dropbox.tDropboxGet,255
Talend_Studio_8.Cloud.Dropbox.tDropboxList,256
Talend_Studio_8.Cloud.Dropbox.tDropboxPut,257
Talend_Studio_8.Cloud.Google,
Talend_Studio_8.Cloud.Google.tGoogleCloudConfiguration,258
Talend_Studio_8.Cloud.Google.tGoogleDataprocManage,259
Talend_Studio_8.Cloud.Google.tGoogleDriveConnection,260
Talend_Studio_8.Cloud.Google.tGoogleDriveCopy,261
Talend_Studio_8.Cloud.Google.tGoogleDriveCreate,262
Talend_Studio_8.Cloud.Google.tGoogleDriveDelete,263
Talend_Studio_8.Cloud.Google.tGoogleDriveGet,264
Talend_Studio_8.Cloud.Google.tGoogleDriveList,265
Talend_Studio_8.Cloud.Google.tGoogleDrivePut,266
Talend_Studio_8.Cloud.tGSBucketCreate,267
Talend_Studio_8.Cloud.tGSBucketDelete,268
Talend_Studio_8.Cloud.tGSBucketExist,269
Talend_Studio_8.Cloud.tGSBucketList,270
Talend_Studio_8.Cloud.tGSClose,271
Talend_Studio_8.Cloud.tGSConnection,272
Talend_Studio_8.Cloud.tGSCopy,273
Talend_Studio_8.Cloud.tGSDelete,274
Talend_Studio_8.Cloud.tGSGet,275
Talend_Studio_8.Cloud.tGSList,276
Talend_Studio_8.Cloud.tGSPut,277
Talend_Studio_8.Cloud.Marketo,
Talend_Studio_8.Cloud.Marketo.tMarketoBulkExec,278
Talend_Studio_8.Cloud.Marketo.tMarketoCampaign,279
Talend_Studio_8.Cloud.Marketo.tMarketoConnection,280
Talend_Studio_8.Cloud.Marketo.tMarketoInput,281
Talend_Studio_8.Cloud.Marketo.tMarketoListOperation,282
Talend_Studio_8.Cloud.Marketo.tMarketoOutput,283
Talend_Studio_8.Cloud.Netsuite,
Talend_Studio_8.Cloud.Netsuite.tNetsuiteConnection,284
Talend_Studio_8.Cloud.Netsuite.tNetsuiteInput,285
Talend_Studio_8.Cloud.Netsuite.tNetsuiteOutput,286
Talend_Studio_8.Cloud.Redshift,
Talend_Studio_8.Cloud.Redshift.tRedshiftBulkExec,287
Talend_Studio_8.Cloud.Redshift.tRedshiftClose,288
Talend_Studio_8.Cloud.Redshift.tRedshiftCommit,289
Talend_Studio_8.Cloud.Redshift.tRedshiftConnection,290
Talend_Studio_8.Cloud.Redshift.tRedshiftInput,291
Talend_Studio_8.Cloud.Redshift.tRedshiftOutputBulk,292
Talend_Studio_8.Cloud.Redshift.tRedshiftOutputBulkExec,293
Talend_Studio_8.Cloud.Redshift.tRedshiftRollback,294
Talend_Studio_8.Cloud.Redshift.tRedshiftRow,295
Talend_Studio_8.Cloud.Redshift.tRedshiftUnload,296
Talend_Studio_8.Cloud.S3,
Talend_Studio_8.Cloud.S3.tS3BucketCreate,297
Talend_Studio_8.Cloud.S3.tS3BucketDelete,298
Talend_Studio_8.Cloud.S3.tS3BucketExist,299
Talend_Studio_8.Cloud.S3.tS3BucketList,300
Talend_Studio_8.Cloud.S3.tS3Close,301
Talend_Studio_8.Cloud.S3.tS3Connection,302
Talend_Studio_8.Cloud.S3.tS3Copy,303
Talend_Studio_8.Cloud.S3.tS3Delete,304
Talend_Studio_8.Cloud.S3.tS3Get,305
Talend_Studio_8.Cloud.S3.tS3List,306
Talend_Studio_8.Cloud.S3.tS3Put,307
Talend_Studio_8.Cloud.Salesforce,
Talend_Studio_8.Cloud.Salesforce.tSalesforceBulkExec,308
